강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간
JavaScript & LeetCode | The Interview Bootcamp,https://www.udemy.com/course/ultimate-javascript-leetcode-interview-bootcamp/,Kevin Nguyen,4.9053535,549,35116,66,5시간
From 0 to 1: Design Patterns - 24 That Matter - In Java,https://www.udemy.com/course/from-0-to-1-design-patterns/,Loony Corn,3.3574162,549,7515,63,11.5시간
Learn Flowcharting and Pseudocode. Be a better programmer!,https://www.udemy.com/course/flowchartingcourse/,Richard Vannoy II,4.0283933,543,2808,21,6시간
PCB Designing (with 3D Model) in Orcad 17.2 [2021],https://www.udemy.com/course/orcad2019/,Rajandeep Singh,4.490581,543,4397,100,12.5시간
LeetCode in Java: Algorithms Coding Interview Questions,https://www.udemy.com/course/leetcode-coding-interview-question-solution-explanation/,Md. A. Barik,3.8671567,540,73682,146,31시간
Devops: Jenkins Pipeline As Code: All you need to know A - Z,https://www.udemy.com/course/jenkins-pipeline-as-code-all-you-need-to-know-from-a-z/,Accelerated Skillup .,4.065661,534,5163,101,7.5시간
Vagrant Quick Start: Virtualized Development Environments,https://www.udemy.com/course/vagrant-quick-start/,Jason Taylor,4.3752613,533,31454,52,2시간
Deploy Infra in the Cloud using Terraform,https://www.udemy.com/course/deploy-infra-in-the-cloud-using-terraform/,Houssem Dellai,4.4876943,517,32564,76,5.5시간
Mendix : Low-code Application Development Course,https://www.udemy.com/course/mendix-low-code-application-development-course/,Tarik Subaşı,4.364112,513,3998,86,6.5시간
Akka HTTP with Scala | Rock the JVM,https://www.udemy.com/course/akka-http/,Daniel Ciocîrlan,4.811619,505,4228,28,10시간
Learn Flowcharting. Be a Professional programmer!,https://www.udemy.com/course/flowcharting-flowchart-learn-flowcharting-be-a-professional-programmer/,ProTech Academy,4.1427164,502,51582,11,1시간
API in C#: The Best Practices of Design and Implementation,https://www.udemy.com/course/api-in-csharp/,Engineer Spock,4.428244,499,4240,64,3.5시간
Qt Quick and QML - Intermediate (Qt 5) : Interfacing to C++,https://www.udemy.com/course/interfacing-qt-quick-qml-to-cpp-intermediate/,Daniel Gakwaya,4.3973417,498,2864,35,5.5시간
SoftwareAG webMethods Integration (OnPremise) for Beginners,https://www.udemy.com/course/webmethods/,Arul ChristhuRaj Alphonse,4.4011197,497,1978,58,10시간
Agile Retrospective: Continuous Improvement+Kaizen wth Scrum,https://www.udemy.com/course/agile-retrospectives-kaizen-lean/,Paul Ashun,3.6584415,481,41401,43,1.5시간
Technical Product Management: learn on 4 real industry cases,https://www.udemy.com/course/technical-product-manager/,Vladimir Kalmykov,4.164842,475,3322,26,3시간
Learn By Example : Apache Storm,https://www.udemy.com/course/learn-by-example-apache-storm/,Loony Corn,4.193733,473,4741,35,4시간
