강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간,category
Practical Deep Learning with PyTorch,https://www.udemy.com/course/practical-deep-learning-with-pytorch/,Deep Learning Wizard,4.4,1658,6514,58,390.0,data_science
"Complete & Practical SAS, Statistics & Data Analysis Course",https://www.udemy.com/course/complete-practical-sas-statistics-data-analysis-course/,Shenggang Li,4.6,1653,10342,171,990.0,data_science
Feature Selection for Machine Learning,https://www.udemy.com/course/feature-selection-for-machine-learning/,Soledad Galli,4.7,1649,11387,81,300.0,data_science
Learn Python for Data Science & Machine Learning from A-Z,https://www.udemy.com/course/python-for-data-science-machine-learning/,Juan E. Galvan,4.3,1531,112364,140,1380.0,data_science
Docker Course for Beginners,https://www.udemy.com/course/docker-container-course-for-beginners/,EdYoda Digital University,4.1,1464,141517,11,90.0,data_science
Modern Natural Language Processing in Python,https://www.udemy.com/course/modern-nlp/,Martin Jocqueviel,4.1,1425,47031,38,360.0,data_science
Hands On Natural Language Processing (NLP) using Python,https://www.udemy.com/course/hands-on-natural-language-processing-using-python/,Next Edge Coding,4.3,1418,8291,93,630.0,data_science
Applied Statistical Modeling for Data Analysis in R,https://www.udemy.com/course/applied-statistical-modeling-for-data-analysis-in-r/,Minerva Singh,4.4,1395,9362,71,570.0,data_science
Artificial Intelligence in Web Design + Live Class,https://www.udemy.com/course/artificial-intelligence-website-creation-2018-no-coding/,Srinidhi Ranganathan,4.3,1386,176815,21,240.0,data_science
Deep Learning Foundation : Linear Regression and Statistics,https://www.udemy.com/course/linear-regression-in-python-statistics-and-coding/,Jay Bhatt,3.8,1359,9194,44,390.0,data_science
Artificial Intelligence Masterclass,https://www.udemy.com/course/artificial-intelligence-masterclass/,Hadelin de Ponteves,4.6,1330,12943,89,720.0,data_science
Cutting-Edge AI: Deep Reinforcement Learning in Python,https://www.udemy.com/course/cutting-edge-artificial-intelligence/,Lazy Programmer Inc.,4.6,1322,24466,50,510.0,data_science
Data Manipulation in Python: A Pandas Crash Course,https://www.udemy.com/course/data-manipulation-in-python/,Samuel Hinton,4.7,1314,35338,57,540.0,data_science
Machine Learning and Data Science Hands-on with Python and R,https://www.udemy.com/course/machine-learning-masterclass/,EDU CBA,3.8,1313,47228,522,4350.0,data_science
Machine Learning Practical Workout | 8 Real-World Projects,https://www.udemy.com/course/deep-learning-machine-learning-practical/,"Dr. Ryan Ahmed, Ph.D., MBA",4.5,1255,13283,90,840.0,data_science
